省,市,日期,星期,最高温度,最低温度,天气,风向风力
北京,朝阳,2012-01-07,  ,-2℃,-6℃,小雪~阴,无持续风向 微风
北京,朝阳,2012-01-08,  ,2℃,-8℃,晴,无持续风向 微风
北京,朝阳,2012-01-09,  ,2℃,-7℃,晴,无持续风向 微风
北京,朝阳,2012-01-10,  ,3℃,-7℃,晴,北风~无持续风向 3-4级~微风
北京,朝阳,2012-01-11,  ,2℃,-10℃,晴,无持续风向 微风
北京,朝阳,2012-01-12,  ,3℃,-8℃,晴,无持续风向 微风
北京,朝阳,2012-01-13,  ,4℃,-7℃,晴,无持续风向 微风
北京,朝阳,2012-01-14,  ,4℃,-8℃,晴,无持续风向 微风
北京,朝阳,2012-01-15,  ,3℃,-6℃,多云,无持续风向 微风
北京,朝阳,2012-01-16,  ,1℃,-4℃,阴,无持续风向 微风
北京,朝阳,2012-01-17,  ,-2℃,-15℃,多云,东南风 3-4级
北京,朝阳,2012-01-18,  ,1℃,-4℃,多云~阴,无持续风向 微风
北京,朝阳,2012-01-19,  ,0℃,-4℃,阴~小雪,无持续风向 微风
北京,朝阳,2012-01-20,  ,-1℃,-8℃,阴~多云,无持续风向 微风
北京,朝阳,2012-01-21,  ,-3℃,-11℃,晴,北风~无持续风向 3-4级~微风
北京,朝阳,2012-01-22,  ,-4℃,-13℃,晴,无持续风向 微风
北京,朝阳,2012-01-23,  ,-1℃,-10℃,晴,无持续风向 微风
北京,朝阳,2012-01-24,  ,0℃,-12℃,晴,无持续风向 微风
北京,朝阳,2012-01-25,  ,1℃,-11℃,晴,无持续风向 微风
北京,朝阳,2012-01-26,  ,2℃,-9℃,晴,无持续风向 微风
北京,朝阳,2012-01-27,  ,2℃,-7℃,晴~阴,无持续风向 微风
北京,朝阳,2012-01-28,  ,-1℃,-9℃,阴~晴,无持续风向 微风
北京,朝阳,2012-01-29,  ,0℃,-9℃,晴~阴,无持续风向 微风
北京,朝阳,2012-01-30,  ,-3℃,-8℃,阴~多云,无持续风向 微风
北京,朝阳,2012-01-31,  ,0℃,-11℃,晴,北风 3-4级
北京,朝阳,2012-02-01,  ,-9℃,-21℃,晴,西北风 3-4级
北京,朝阳,2012-02-02,  ,-5℃,-21℃,晴,西北风 3-4级
北京,朝阳,2012-02-03,  ,-3℃,-19℃,多云~晴,西风 3-4级
北京,朝阳,2012-02-04,  ,0℃,-14℃,晴,西南风 微风
北京,朝阳,2012-02-05,  ,2℃,-15℃,多云~晴,西南风~西北风 3-4级~5-6级
北京,朝阳,2012-02-06,  ,-5℃,-18℃,晴,西北风 5-6级~3-4级
北京,朝阳,2012-02-07,  ,-5℃,-18℃,晴,西北风 4-5级
北京,朝阳,2012-02-08,  ,-2℃,-16℃,晴,西北风 3-4级
北京,朝阳,2012-02-09,  ,-1℃,-15℃,晴,西风~西北风 3-4级
北京,朝阳,2012-02-10,  ,0℃,-14℃,晴,西南风 3-4级
北京,朝阳,2012-02-11,  ,0℃,-16℃,晴,南风 微风
北京,朝阳,2012-02-12,  ,4℃,-13℃,晴~多云,南风 3-4级
北京,朝阳,2012-02-13,  ,2℃,-14℃,多云,南风~北风 3-4级
北京,朝阳,2012-02-14,  ,0℃,-17℃,晴,西北风 4-5级~3-4级
北京,朝阳,2012-02-15,  ,0℃,-15℃,晴,西北风 3-4级
北京,朝阳,2012-02-16,  ,0℃,-17℃,晴,西北风 4-5级~3-4级
北京,朝阳,2012-02-17,  ,-3℃,-15℃,晴,西北风~西风 3-4级
北京,朝阳,2012-02-18,  ,0℃,-15℃,晴,西南风 3-4级
北京,朝阳,2012-02-19,  ,4℃,-12℃,晴,南风 3-4级
北京,朝阳,2012-02-20,  ,0℃,-13℃,晴,南风 微风
北京,朝阳,2012-02-21,  ,2℃,-10℃,晴~多云,西南风~北风 3-4级
北京,朝阳,2012-02-22,  ,3℃,-13℃,小雪~多云,南风~北风 3-4级
北京,朝阳,2012-02-23,  ,1℃,-12℃,晴,北风 3-4级
北京,朝阳,2012-02-24,  ,0℃,-14℃,多云~晴,北风 3-4级
北京,朝阳,2012-02-25,  ,0℃,-14℃,晴,北风 3-4级
北京,朝阳,2012-02-26,  ,1℃,-12℃,晴,西北风 3-4级
北京,朝阳,2012-02-27,  ,5℃,-9℃,晴,南风 3-4级
北京,朝阳,2012-02-28,  ,8℃,-6℃,多云,南风 微风
北京,朝阳,2012-02-29,  ,9℃,-7℃,多云,西南风~东北风 3-4级
北京,朝阳,2012-03-01,  ,3℃,-10℃,多云~晴,东北风 3-4级
北京,朝阳,2012-03-02,  ,2℃,-10℃,晴,东北风 3-4级
北京,朝阳,2012-03-03,  ,3℃,-8℃,多云,东南风 3-4级
北京,朝阳,2012-03-04,  ,7℃,-5℃,多云~雨夹雪,南风 3-4级
北京,朝阳,2012-03-05,  ,5℃,-5℃,雨夹雪~中到大雪,北风 微风
北京,朝阳,2012-03-06,  ,3℃,-9℃,多云,北风 微风
北京,朝阳,2012-03-07,  ,3℃,-13℃,晴,西南风 微风
北京,朝阳,2012-03-08,  ,3℃,-12℃,晴,西北风 4-5级~3-4级
北京,朝阳,2012-03-09,  ,1℃,-9℃,晴,北风 3-4级
北京,朝阳,2012-03-10,  ,1℃,-13℃,晴,北风 3-4级
北京,朝阳,2012-03-11,  ,1℃,-12℃,晴,南风 微风
北京,朝阳,2012-03-12,  ,4℃,-9℃,晴,南风 3-4级
北京,朝阳,2012-03-13,  ,8℃,-8℃,晴,西南风 3-4级
北京,朝阳,2012-03-14,  ,9℃,-5℃,晴,南风 3-4级
北京,朝阳,2012-03-15,  ,13℃,1℃,晴~小雨,西南风 4-5级
北京,朝阳,2012-03-16,  ,14℃,-4℃,多云,西南风~东北风 3-4级
北京,朝阳,2012-03-17,  ,4℃,-9℃,雨夹雪~中雪,东北风 5-6级~4-5级
北京,朝阳,2012-03-18,  ,3℃,-10℃,晴,北风 3-4级
北京,朝阳,2012-03-19,  ,9℃,-6℃,晴,西南风 微风
北京,朝阳,2012-03-20,  ,12℃,-2℃,晴,南风 4-5级
北京,朝阳,2012-03-21,  ,13℃,-1℃,多云,西南风 5-6级~4-5级
北京,朝阳,2012-03-22,  ,11℃,-1℃,多云~雨夹雪,南风 3-4级
北京,朝阳,2012-03-23,  ,7℃,-3℃,小雪~多云,北风 4-5级~3-4级
北京,朝阳,2012-03-24,  ,9℃,-5℃,晴,西北风 5-6级
北京,朝阳,2012-03-25,  ,8℃,-2℃,晴,西北风 3-4级
北京,朝阳,2012-03-26,  ,16℃,1℃,晴,南风 3-4级
北京,朝阳,2012-03-27,  ,18℃,0℃,晴,西南风 3-4级
北京,朝阳,2012-03-28,  ,20℃,5℃,晴~多云,西南风 4-5级
北京,朝阳,2012-03-29,  ,20℃,0℃,多云,西南风~西北风 5-6级
北京,朝阳,2012-03-30,  ,11℃,-2℃,晴,北风 3-4级
北京,朝阳,2012-03-31,  ,9℃,-5℃,晴,西北风 4-5级
北京,朝阳,2012-04-01, 周日 ,24℃,12℃,晴,微风 小于3级
北京,朝阳,2012-04-02, 周一 ,24℃,12℃,晴,微风 小于3级
北京,朝阳,2012-04-03, 周二 ,24℃,12℃,晴,微风 小于3级
北京,朝阳,2012-04-04, 周三 ,27℃,9℃,晴,微风 小于3级
北京,朝阳,2012-04-05, 周四 ,25℃,11℃,晴,微风 小于3级
北京,朝阳,2012-04-06, 周五 ,27℃,9℃,晴,微风 小于3级
北京,朝阳,2012-04-07, 周六 ,27℃,9℃,晴,微风 小于3级
北京,朝阳,2012-04-08, 周日 ,24℃,12℃,晴,微风 小于3级
北京,朝阳,2012-04-09, 周一 ,26℃,10℃,晴,微风 小于3级
北京,朝阳,2012-04-10, 周二 ,27℃,9℃,晴,微风 小于3级
北京,朝阳,2012-04-11, 周三 ,27℃,9℃,晴,微风 小于3级
北京,朝阳,2012-04-12, 星期四 ,26℃,10℃,晴,微风 小于3级
北京,朝阳,2012-04-13, 星期五 ,28℃,11℃,晴,微风 小于3级
北京,朝阳,2012-04-14, 星期六 ,28℃,14℃,晴转多云,微风~南风 小于3级~3-4级
北京,朝阳,2012-04-15, 星期日 ,23℃,9℃,多云转阴,微风~北风 小于3级~4-5级
北京,朝阳,2012-04-16, 星期一 ,28℃,10℃,晴,北风~微风 4-5级~小于3级
北京,朝阳,2012-04-17, 星期二 ,25℃,14℃,晴,微风 小于3级
北京,朝阳,2012-04-18, 星期三 ,23℃,14℃,多云转阴,南风 3-4级
北京,朝阳,2012-04-19, 星期四 ,23℃,12℃,阵雨,微风 小于3级
北京,朝阳,2012-04-20, 星期五 ,19℃,11℃,雷阵雨转多云,微风 小于3级
北京,朝阳,2012-04-21, 星期六 ,24℃,11℃,阵雨转小雨,微风 小于3级
北京,朝阳,2012-04-22, 星期日 ,25℃,14℃,雾转多云,微风 小于3级
北京,朝阳,2012-04-23, 星期一 ,20℃,14℃,多云转阴,微风 小于3级
北京,朝阳,2012-04-24, 星期二 ,19℃,11℃,中到大雨转中雨,微风~北风 小于3级~3-4级
北京,朝阳,2012-04-25, 星期三 ,24℃,6℃,小雨转晴,北风 3-4级~4-5级
北京,朝阳,2012-04-26, 星期四 ,23℃,13℃,晴转多云,北风~微风 3-4级~小于3级
北京,朝阳,2012-04-27, 星期五 ,22℃,12℃,多云转晴,北风 3-4级~4-5级
北京,朝阳,2012-04-28, 星期六 ,21℃,10℃,晴转多云,北风~微风 4-5级~小于3级
北京,朝阳,2012-04-29, 星期日 ,24℃,12℃,晴转多云,微风 小于3级
北京,朝阳,2012-04-30, 星期一 ,22℃,16℃,浮尘,微风 小于3级
北京,朝阳,2012-05-01, 星期二 ,30℃,14℃,阵雨转阴,微风 小于3级
北京,朝阳,2012-05-02, 星期三 ,30℃,16℃,晴,微风 小于3级
北京,朝阳,2012-05-03, 星期四 ,31℃,16℃,晴,微风 小于3级
北京,朝阳,2012-05-04, 星期五 ,32℃,18℃,晴转多云,微风 小于3级
北京,朝阳,2012-05-05, 星期六 ,31℃,17℃,多云转晴,微风 小于3级
北京,朝阳,2012-05-06, 星期日 ,31℃,15℃,晴,微风 小于3级
北京,朝阳,2012-05-07, 星期一 ,28℃,18℃,多云转阴,微风 小于3级
北京,朝阳,2012-05-08, 星期二 ,30℃,17℃,阴转晴,微风 小于3级
北京,朝阳,2012-05-09, 星期三 ,29℃,16℃,晴转阴,微风 小于3级
北京,朝阳,2012-05-10, 星期四 ,30℃,17℃,阴转多云,微风 小于3级
北京,朝阳,2012-05-11, 星期五 ,23℃,18℃,阵雨,微风 小于3级
北京,朝阳,2012-05-12, 星期六 ,25℃,16℃,中雨转阴,微风 小于3级
北京,朝阳,2012-05-13, 星期日 ,27℃,12℃,晴转阴,微风 小于3级
北京,朝阳,2012-05-14, 星期一 ,25℃,15℃,多云转晴,微风~北风 小于3级~4-5级
北京,朝阳,2012-05-15, 星期二 ,27℃,13℃,多云转晴,北风~微风 3-4级~小于3级
北京,朝阳,2012-05-16, 星期三 ,27℃,14℃,多云转晴,北风 3-4级
北京,朝阳,2012-05-17, 星期四 ,30℃,15℃,晴,北风~微风 3-4级~小于3级
北京,朝阳,2012-05-18, 星期五 ,32℃,18℃,晴转雷阵雨,南风~微风 3-4级~小于3级
北京,朝阳,2012-05-19, 星期六 ,29℃,18℃,雷阵雨,南风 小于3级
北京,朝阳,2012-05-20, 星期日 ,27℃,16℃,雷阵雨转多云,微风 小于3级
北京,朝阳,2012-05-21, 星期一 ,29℃,17℃,多云转阴,微风 小于3级
北京,朝阳,2012-05-22, 星期二 ,27℃,20℃,阴,微风 小于3级
北京,朝阳,2012-05-23, 星期三 ,27℃,17℃,多云,微风 小于3级
北京,朝阳,2012-05-24, 星期四 ,29℃,18℃,多云转晴,微风 小于3级
北京,朝阳,2012-05-25, 星期五 ,27℃,16℃,多云,微风 小于3级
北京,朝阳,2012-05-26, 星期六 ,33℃,15℃,阴转晴,微风 小于3级
北京,朝阳,2012-05-27, 星期日 ,34℃,19℃,晴,微风 小于3级
北京,朝阳,2012-05-28, 星期一 ,33℃,23℃,晴转多云,南风~微风 3-4级~小于3级
北京,朝阳,2012-05-29, 星期二 ,28℃,22℃,阴转雷阵雨,微风 小于3级
北京,朝阳,2012-05-30, 星期三 ,27℃,15℃,阴转多云,微风 小于3级
北京,朝阳,2012-05-31, 星期四 ,27℃,14℃,多云转阴,微风 小于3级
北京,朝阳,2012-06-01, 星期五 ,27℃,17℃,雷阵雨转阴,微风 小于3级
北京,朝阳,2012-06-02, 星期六 ,27℃,16℃,多云转雷阵雨,微风 小于3级
北京,朝阳,2012-06-03, 星期日 ,25℃,17℃,雷阵雨转中雨,微风 小于3级
北京,朝阳,2012-06-04, 星期一 ,33℃,16℃,阴转晴,微风 小于3级
北京,朝阳,2012-06-05, 星期二 ,32℃,19℃,多云,微风 小于3级
北京,朝阳,2012-06-06, 星期三 ,31℃,20℃,多云转雷阵雨,微风 小于3级
北京,朝阳,2012-06-07, 星期四 ,32℃,20℃,雷阵雨转多云,微风 小于3级
北京,朝阳,2012-06-08, 星期五 ,33℃,21℃,多云,微风 小于3级
北京,朝阳,2012-06-09, 星期六 ,32℃,22℃,多云转雷阵雨,微风 小于3级
北京,朝阳,2012-06-10, 星期日 ,29℃,18℃,雷阵雨转多云,微风~北风 小于3级~3-4级
北京,朝阳,2012-06-11, 星期一 ,32℃,15℃,晴转多云,微风 小于3级
北京,朝阳,2012-06-12, 星期二 ,29℃,18℃,多云转阴,微风 小于3级
北京,朝阳,2012-06-13, 星期三 ,26℃,18℃,阴转雷阵雨,微风 小于3级
北京,朝阳,2012-06-14, 星期四 ,27℃,17℃,多云转晴,微风 小于3级
北京,朝阳,2012-06-15, 星期五 ,29℃,16℃,多云转晴,微风 小于3级
北京,朝阳,2012-06-16, 星期六 ,34℃,17℃,多云转晴,微风 小于3级
北京,朝阳,2012-06-17, 星期日 ,38℃,22℃,晴转多云,微风 小于3级
北京,朝阳,2012-06-18, 星期一 ,37℃,24℃,晴,微风 小于3级
北京,朝阳,2012-06-19, 星期二 ,33℃,23℃,多云,微风 小于3级
北京,朝阳,2012-06-20, 星期三 ,33℃,23℃,阴,微风 小于3级
北京,朝阳,2012-06-21, 星期四 ,32℃,22℃,阴转多云,微风 小于3级
北京,朝阳,2012-06-22, 星期五 ,32℃,22℃,阴转多云,微风 小于3级
北京,朝阳,2012-06-23, 星期六 ,31℃,22℃,阴转多云,微风 小于3级
北京,朝阳,2012-06-24, 星期日 ,27℃,22℃,雷阵雨转中雨,微风 小于3级
北京,朝阳,2012-06-25, 星期一 ,28℃,20℃,雷阵雨转多云,微风 小于3级
北京,朝阳,2012-06-26, 星期二 ,27℃,22℃,雾转阴,微风 小于3级
北京,朝阳,2012-06-27, 星期三 ,27℃,22℃,阴转多云,微风 小于3级
北京,朝阳,2012-06-28, 星期四 ,25℃,21℃,阵雨转中雨,微风 小于3级
北京,朝阳,2012-06-29, 星期五 ,27℃,20℃,中雨转多云,微风 小于3级
北京,朝阳,2012-06-30, 星期六 ,33℃,19℃,多云,微风 小于3级
北京,朝阳,2012-07-01, 星期日 ,35℃,22℃,晴转阴,微风 小于3级
北京,朝阳,2012-07-02, 星期一 ,33℃,23℃,多云转晴,微风 小于3级
北京,朝阳,2012-07-03, 星期二 ,35℃,23℃,晴转多云,微风 小于3级
北京,朝阳,2012-07-04, 星期三 ,30℃,24℃,多云转雷阵雨,微风 小于3级
北京,朝阳,2012-07-05, 星期四 ,29℃,22℃,小到中雨转阵雨,微风 小于3级
北京,朝阳,2012-07-06, 星期五 ,32℃,22℃,阴转多云,微风 小于3级
北京,朝阳,2012-07-07, 星期六 ,29℃,22℃,雷阵雨,微风 小于3级
北京,朝阳,2012-07-08, 星期日 ,30℃,23℃,雷阵雨转阴,微风 小于3级
北京,朝阳,2012-07-09, 星期一 ,31℃,24℃,雷阵雨转阴,微风 小于3级
北京,朝阳,2012-07-10, 星期二 ,32℃,22℃,中雨转雷阵雨,微风 小于3级
北京,朝阳,2012-07-11, 星期三 ,34℃,23℃,雷阵雨转多云,微风 小于3级
北京,朝阳,2012-07-12, 星期四 ,32℃,22℃,雷阵雨,微风 小于3级
北京,朝阳,2012-07-13, 星期五 ,30℃,22℃,阵雨转阴,微风 小于3级
北京,朝阳,2012-07-14, 星期六 ,31℃,22℃,阴转多云,微风 小于3级
北京,朝阳,2012-07-15, 星期日 ,33℃,21℃,多云转晴,微风 小于3级
北京,朝阳,2012-07-16, 星期一 ,34℃,23℃,晴,微风 小于3级
北京,朝阳,2012-07-17, 星期二 ,34℃,23℃,晴,微风 小于3级
北京,朝阳,2012-07-18, 星期三 ,32℃,23℃,晴转多云,微风 小于3级
北京,朝阳,2012-07-19, 星期四 ,32℃,25℃,多云,微风 小于3级
北京,朝阳,2012-07-20, 星期五 ,34℃,25℃,多云,微风 小于3级
北京,朝阳,2012-07-21, 星期六 ,31℃,26℃,多云转雷阵雨,微风 小于3级
北京,朝阳,2012-07-22, 星期日 ,33℃,22℃,多云转晴,微风 小于3级
北京,朝阳,2012-07-23, 星期一 ,33℃,23℃,晴转多云,微风 小于3级
北京,朝阳,2012-07-24, 星期二 ,30℃,24℃,阴,微风 小于3级
北京,朝阳,2012-07-25, 星期三 ,29℃,24℃,阴转雷阵雨,微风 小于3级
北京,朝阳,2012-07-26, 星期四 ,28℃,23℃,大雨,微风 小于3级
北京,朝阳,2012-07-27, 星期五 ,28℃,24℃,雷阵雨转中雨,微风 小于3级
北京,朝阳,2012-07-28, 星期六 ,27℃,24℃,中雨转大雨,微风 小于3级
北京,朝阳,2012-07-29, 星期日 ,34℃,23℃,晴,微风 小于3级
北京,朝阳,2012-07-30, 星期一 ,32℃,23℃,晴转多云,微风 小于3级
北京,朝阳,2012-07-31, 星期二 ,25℃,22℃,中到大雨转小到中雨,微风 小于3级
北京,朝阳,2012-08-01, 星期三 ,24℃,21℃,小雨转阴,微风 小于3级
北京,朝阳,2012-08-02, 星期四 ,27℃,21℃,阴转多云,微风 小于3级
北京,朝阳,2012-08-03, 星期五 ,28℃,23℃,多云转阴,微风 小于3级
北京,朝阳,2012-08-04, 星期六 ,27℃,23℃,阴,微风 小于3级
北京,朝阳,2012-08-05, 星期日 ,31℃,23℃,阴,微风 小于3级
北京,朝阳,2012-08-06, 星期一 ,32℃,24℃,晴转多云,微风 小于3级
北京,朝阳,2012-08-07, 星期二 ,32℃,24℃,多云转阴,微风 小于3级
北京,朝阳,2012-08-08, 星期三 ,29℃,25℃,雷阵雨转阵雨,微风 小于3级
北京,朝阳,2012-08-09, 星期四 ,32℃,24℃,阴转多云,微风 小于3级
北京,朝阳,2012-08-10, 星期五 ,33℃,22℃,晴,微风 小于3级
北京,朝阳,2012-08-11, 星期六 ,29℃,23℃,阴转雷阵雨,微风 小于3级
北京,朝阳,2012-08-12, 星期日 ,28℃,23℃,阵雨,微风 小于3级
北京,朝阳,2012-08-13, 星期一 ,30℃,21℃,多云转晴,微风 小于3级
北京,朝阳,2012-08-14, 星期二 ,27℃,20℃,阴转雷阵雨,微风 小于3级
北京,朝阳,2012-08-15, 星期三 ,31℃,20℃,晴,微风 小于3级
北京,朝阳,2012-08-16, 星期四 ,31℃,22℃,晴转多云,微风 小于3级
北京,朝阳,2012-08-17, 星期五 ,29℃,21℃,阴转阵雨,微风 小于3级
北京,朝阳,2012-08-18, 星期六 ,28℃,22℃,阵雨,微风 小于3级
北京,朝阳,2012-08-19, 星期日 ,31℃,22℃,晴转多云,微风 小于3级
北京,朝阳,2012-08-20, 星期一 ,30℃,21℃,阴转阵雨,微风~北风 小于3级~3-4级
北京,朝阳,2012-08-21, 星期二 ,29℃,17℃,晴,北风~微风 3-4级~小于3级
北京,朝阳,2012-08-22, 星期三 ,29℃,17℃,晴,北风~微风 3-4级~小于3级
北京,朝阳,2012-08-23, 星期四 ,30℃,16℃,晴,微风 小于3级
北京,朝阳,2012-08-24, 星期五 ,29℃,18℃,晴,微风 小于3级
北京,朝阳,2012-08-25, 星期六 ,30℃,18℃,晴,微风 小于3级
北京,朝阳,2012-08-26, 星期日 ,29℃,19℃,晴转多云,微风 小于3级
北京,朝阳,2012-08-27, 星期一 ,27℃,22℃,阵雨,微风 小于3级
北京,朝阳,2012-08-28, 星期二 ,32℃,21℃,雷阵雨转多云,微风 小于3级
北京,朝阳,2012-08-29, 星期三 ,34℃,22℃,晴,微风 小于3级
北京,朝阳,2012-08-30, 星期四 ,34℃,22℃,晴,微风 小于3级
北京,朝阳,2012-08-31, 星期五 ,32℃,24℃,多云转阴,微风 小于3级
北京,朝阳,2012-09-01, 星期六 ,29℃,24℃,阴转雷阵雨,微风 小于3级
北京,朝阳,2012-09-02, 星期日 ,26℃,20℃,大到暴雨转小到中雨,微风~北风 小于3级~3-4级
北京,朝阳,2012-09-03, 星期一 ,26℃,17℃,多云转晴,北风~微风 3-4级~小于3级
北京,朝阳,2012-09-04, 星期二 ,26℃,15℃,晴,微风 小于3级
北京,朝阳,2012-09-05, 星期三 ,27℃,14℃,晴转多云,微风 小于3级
北京,朝阳,2012-09-06, 星期四 ,24℃,15℃,晴转阵雨,微风 小于3级
北京,朝阳,2012-09-07, 星期五 ,25℃,17℃,阵雨转阴,微风 小于3级
北京,朝阳,2012-09-08, 星期六 ,27℃,18℃,多云,微风 小于3级
北京,朝阳,2012-09-09, 星期日 ,29℃,17℃,晴,微风 小于3级
北京,朝阳,2012-09-10, 星期一 ,27℃,19℃,晴转多云,微风 小于3级
北京,朝阳,2012-09-11, 星期二 ,24℃,20℃,阴转中雨,微风 小于3级
北京,朝阳,2012-09-12, 星期三 ,24℃,17℃,中雨转多云,北风 3-4级~4-5级
北京,朝阳,2012-09-13, 星期四 ,25℃,14℃,晴转多云,北风 3-4级
北京,朝阳,2012-09-14, 星期五 ,25℃,11℃,阴转晴,微风 小于3级
北京,朝阳,2012-09-15, 星期六 ,26℃,12℃,晴,微风 小于3级
北京,朝阳,2012-09-16, 星期日 ,27℃,13℃,晴,微风 小于3级
北京,朝阳,2012-09-17, 星期一 ,28℃,15℃,晴,微风 小于3级
北京,朝阳,2012-09-18, 星期二 ,29℃,15℃,晴,微风 小于3级
北京,朝阳,2012-09-19, 星期三 ,28℃,14℃,晴转多云,微风 小于3级
北京,朝阳,2012-09-20, 星期四 ,29℃,15℃,晴,微风 小于3级
北京,朝阳,2012-09-21, 星期五 ,25℃,18℃,多云转阵雨,微风 小于3级
北京,朝阳,2012-09-22, 星期六 ,26℃,16℃,阵雨转晴,微风 小于3级
北京,朝阳,2012-09-23, 星期日 ,28℃,16℃,晴,微风 小于3级
北京,朝阳,2012-09-24, 星期一 ,26℃,16℃,晴转多云,微风 小于3级
北京,朝阳,2012-09-25, 星期二 ,22℃,17℃,阴转阵雨,微风 小于3级
北京,朝阳,2012-09-26, 星期三 ,26℃,14℃,小雨转多云,微风 小于3级
北京,朝阳,2012-09-27, 星期四 ,23℃,15℃,阴转阵雨,微风~北风 小于3级~5-6级
北京,朝阳,2012-09-28, 星期五 ,22℃,12℃,晴,北风 5-6级
北京,朝阳,2012-09-29, 星期六 ,25℃,11℃,晴,北风~微风 3-4级~小于3级
北京,朝阳,2012-09-30, 星期日 ,25℃,10℃,晴,微风 小于3级
北京,朝阳,2012-10-01, 星期一 ,27℃,11℃,晴,微风 小于3级
北京,朝阳,2012-10-02, 星期二 ,25℃,12℃,晴转阴,微风 小于3级
北京,朝阳,2012-10-03, 星期三 ,26℃,15℃,阴转晴,微风 小于3级
北京,朝阳,2012-10-04, 星期四 ,24℃,13℃,晴,微风 小于3级
